accessibility,address,coordinates,coordinates_type,data_url,dataset,description,email,external_id,fax_number,house_number,id,image_url,last_updated,latitude,location,longitude,name,opening_times,phone_number,po_box,po_box_number,post_name,post_number,street,url,venue_details
"<p><strong>Aparcamiento</strong>: No concedido</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong>Entrada:</strong> Accesible.</li>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuarios Adaptados y Duchas</strong>: S&iacute;.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
</ul>
<div><img alt=""Icono de Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","VALDES GUZMAN,J (DR.), S/N","[672652.51, 4613095.02]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2486,,,378,,2016-04-11T13:24:32Z,41.650910561051,,-0.926615194312391,Centro Deportivo Municipal Oliver. Piscinas,,976 329073,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/378/
,"POLICIA LOCAL, AV. , S/N","[676954.5, 4609994.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2480,,,374,,2015-05-29T11:42:35Z,41.6220593791629,,-0.875903231543264,Unidad de Protección Ambiental y Consumo: Medición de Ruidos,,976 724129,,,,,,http://www.zaragoza.es/agenda21/,http://ma.tingtun.no/ogd/datasets/data/venues/374/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2477,976 721229,,372,,2015-05-29T11:42:35Z,41.6371976177438,,-0.909740731584448,Oficina Municipal de Recaudación (periodo voluntario),,976 721100,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/372/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2476,976 721766,,371,,2016-03-08T12:47:39Z,41.6371976177438,,-0.909740731584448,Oficina Municipal de Gestión Tributaria: Plusvalia.,,"976 724554, 4561, 3434, 3435",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/371/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2475,976 721766,,370,,2015-05-29T11:42:35Z,41.6371976177438,,-0.909740731584448,Oficina Municipal de Gestión Tributaria: Impuesto de Actividades Economicas ,,"976 724551, 4556, 4571, 4550",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/370/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2474,976 721766,,369,,2015-05-29T11:42:35Z,41.6371976177438,,-0.909740731584448,Oficina Municipal de Gestión Tributaria: Impuesto Vehículos de Tracción Mecánica.,,"976 724563, 4565, 3444, 3446",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/369/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2473,976 721766,,368,,2015-05-29T11:42:35Z,41.6371976177438,,-0.909740731584448,Oficina Municipal de Gestión Tributaria: Impuesto de Bienes Inmuebles,,"976 723438, 723439, 723440, 723441, 724555, 724560",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/368/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2472,,,367,,2015-05-29T11:42:35Z,41.6371976177438,,-0.909740731584448,"Oficina Municipal de Gestión Tributaria: Agua, Vertido y Basura ",,"976 724567 , 4568",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/367/
,"SAN JORGE, 12-14","[676860.78, 4613586.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2470,976 726 077 ,,366,,2015-05-29T11:42:35Z,41.6544135061112,,-0.875965606478684,Punto de Información: Museo del Teatro de Caesaraugusta,,976 726 075,,,,,,http://turismo.zaragoza.es,http://ma.tingtun.no/ogd/datasets/data/venues/366/
,"ECHEGARAY Y CABALLERO, 162","[677415.63, 4613748.84]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2461,976 724 914,,363,,2016-04-11T13:39:44Z,41.6557498014224,,-0.869258354348076,Pabellón Deportivo Municipal Tenerías,,976 724 913,,,,,,http://www.zaragoza.es/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/363/
,"SAN GREGORIO, AV  SGR, 14","[677959.56, 4617837.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,3160,,,362,,2015-05-29T11:42:35Z,41.692430157819,,-0.861511848261172,Ludoteca Ambulante El Goyo,,976 730 044,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/362/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2116,976 724 470,,360,,2016-01-11T11:03:43Z,41.6371976177438,,-0.909740731584448,Ecociudad  Zaragoza S.A.U.,,976 724 920,,,,,,http://www.zaragoza.es/ciudad/saneamiento/,http://ma.tingtun.no/ogd/datasets/data/venues/360/
,"ROSARIO, NTRA.SRA MNT, 16","[680887.34, 4617262.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2451,,,358,,2015-05-29T11:42:35Z,41.6865965102147,,-0.826527959910982,Centro de Tiempo Libre Paniporta (Montañana),,976 576 500,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/358/
,"SANTIAGO, 36","[676834.14, 4613841.1]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,archivo@zaragoza.es,2449,976 721264,,356,,2016-01-05T09:49:01Z,41.656709453433,,-0.8762100698582,Archivo Histórico Municipal,,976 721260,,,,,,http://www.zaragoza.es/ciudad/cultura/observatorio/directorios/detalle_Centro?id=2449,http://ma.tingtun.no/ogd/datasets/data/venues/356/
,"PILAR, PL. NTRA. SRA., 18","[676840.38, 4613965.9]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,difusion@zaragoza.es,2448,,,355,,2015-05-29T11:42:35Z,41.6578313945841,,-0.876098253921987,Gabinete de Prensa,,976  724907,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/355/
,,,,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2446,,,353,,2015-05-29T11:42:35Z,0.0,,0.0,Caja de Ahorros de la Inmaculada,,976 718 100,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/353/
,,,,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2445,,,352,,2015-05-29T11:42:35Z,0.0,,0.0,Ibercaja,,976 767 676,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/352/
,"SANTA ISABEL, AV., 100","[680711.51, 4615259.87]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2439,976 72 14 44,,349,,2015-06-22T12:08:49Z,41.6686097524245,,-0.829245332602002,Centro Municipal de Servicios Sociales Santa Isabel,,976 72 60 25,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/349/
"<p><img src=""/cont/paginas/sinbarreras/img/icono_acomp1.jpg"" alt="""" />Accesible con Acompa&ntilde;ante</p>
<ul>
    <li>Puertas del hall adaptadas</li>
    <li>Acceso al interior de la oficina a trav&eacute;s de rampa</li>
    <li>Dispone de ascensor para desplazarse por el interior del edificio</li>
    <li>Bucle magn&eacute;tico para definiciencias auditivas</li>
</ul>","IBARRA, EDUARDO, 3","[674897.17, 4611951.25]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,turismo@zaragoza.es,2433,976 721327,,347,,2016-02-24T10:38:24Z,41.6401260090262,,-0.900010833150739,Oficina de Turismo Auditorio Palacio de Congresos (Oficinas Centrales),,976 721333,,,,,,http://www.zaragozaturismo.es,http://ma.tingtun.no/ogd/datasets/data/venues/347/
"<p><strong>Aparcamiento</strong>: 2 plaza reservada</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: No.</li>
</ul>
<div><img src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" alt=""Icono de Accesible"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>","CONSTITUCION, AV. CRT, S/N","[681285.19, 4608758.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2432,,,346,,2016-04-11T13:03:44Z,41.6099623953518,,-0.824328895678999,Centro Deportivo Municipal Alejandro Pérez Blanque. (La Cartuja),,976 500712,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/346/
"<div><img alt="""" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" /> Accesible</div>
<div class=""set_thumb_div""><img width=""75"" height=""75"" src=""http://www.zaragoza.es/cont/paginas/museos/es/teatro/img/cabeza-frontal.jpg"" alt="""" /><a href=""https://www.flickr.com/photos/zaragoza_es/sets/72157651240558468/"">Galer&iacute;a de Im&aacute;genes</a></div>
<p><strong>Aparcamiento: </strong>En Puerta Cinegia, Plaza Espa&ntilde;a</p>
<p><strong>Acceso</strong>: Entrada adaptada.</p>
<p><strong>Movilidad en el interior del edificio</strong>:</p>
<ul>
    <li>Espacios amplios: S&iacute;.</li>
    <li>Pavimentos: M&aacute;rmol interior y madera en exterior</li>
    <li>Ascensor Adaptado: S&iacute;.</li>
    <li>Aseos Adaptados: S&iacute;, en planta 1&ordf; y -1.</li>
    <li>Recorrido completo, incluida la pasarela que salva los restos arqueol&oacute;gicos</li>
    <li>Sillas bast&oacute;n de apoyo.</li>
    <li>Bancos de descanso.</li>
    <li>Cambiador pa&ntilde;ales de beb&eacute;.</li>
</ul>
<p><strong>Accesibilidad Sensorial</strong></p>
<ul>
    <li>Bucle magn&eacute;tico para discapacidad auditiva en recepci&oacute;n, as&iacute; como en todos los espacios audiovisuales (sala de proyecci&oacute;n y teatro virtual).</li>
    <li>Bucle magn&eacute;tico para discapacidad auditiva en las campanas sonoras de la zona expositiva La vida en el teatro (autores y p&uacute;blico, m&aacute;scaras teatrales, organizaci&oacute;n, financiaci&oacute;n y representaci&oacute;n teatrales).</li>
    <li>Bucle magn&eacute;tico para discapacidad auditiva en las proyecciones audiovisuales en la sala expositiva: El solar, testigo de la Historia.</li>
    <li>Bucles magn&eacute;ticos port&aacute;tiles para visitas guiadas.</li>
    <li>Recreaciones virtuales e infograf&iacute;as sobre el teatro romano y su morfolog&iacute;a.</li>
    <li>Audiogu&iacute;as con audiodescripci&oacute;n.</li>
    <li>Audiovisual en espa&ntilde;ol, con subt&iacute;tulos en franc&eacute;s e ingl&eacute;s.</li>
    <li>Puestos interactivos de contenidos multimedia t&aacute;ctiles con im&aacute;genes e informaci&oacute;n escrita en los espacios de las ambientaciones dom&eacute;sticas hist&oacute;ricas de la sala expositiva: El solar, testigo de la Historia.</li>
    <li>Folletos con textos escritos, planos y dibujos, editados en espa&ntilde;ol, franc&eacute;s, ingl&eacute;s e italiano.</li>
    <li>Mesas gr&aacute;ficas y paneles informativos en espa&ntilde;ol e ingl&eacute;s.</li>
    <li>Maqueta t&aacute;ctil de la ciudad de Caesaraugusta para actividades did&aacute;cticas y personas con discapacidad visual.</li>
    <li>Plano del Museo en braille.</li>
    <li>Lupas y magnificadores.</li>
</ul>
<p>(*) Se puede obtener informaci&oacute;n sobre la Ruta de Caesaraugusta a trav&eacute;s de un programa multimedia, instalado en pantallas t&aacute;ctiles con subt&iacute;tulos en distintos idiomas (espa&ntilde;ol, ingl&eacute;s, franc&eacute;s e italiano).</p>
<p><em>Informaci&oacute;n facilitada por la Fundaci&oacute;n Disminuidos F&iacute;sicos de Arag&oacute;n y el Servicio de Cultura<br />
</em></p>","SAN JORGE, 12-14","[676860.78, 4613586.68]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,museoteatro@zaragoza.es,2430,976 726 077 ,,345,,2016-03-28T14:15:31Z,41.6544135061112,,-0.875965606478684,Museo del Teatro de Caesaraugusta,,976 726 075 ,,,,,,http://www.zaragoza.es/ciudad/museos/es/teatro,http://ma.tingtun.no/ogd/datasets/data/venues/345/
"<p><strong>Aparcamiento</strong>: 1 plaza reservada</p>
<div><strong> Zona de Piscinas</strong></div>
<ul>
    <li><strong>Entrada:</strong> Accesible.</li>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuario Adaptado</strong>: S&iacute;.</li>
    <li><strong>Descensor Vaso o Rampa:</strong>: S&iacute;.</li>
    <li><strong>Pediluvio Adaptado:</strong>: S&iacute;.</li>
</ul>
<div><img alt=""Icono de Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" />Accesible</div>
<p><em>Informaci&oacute;n facilitada por Instalaciones Deportivas</em></p>
<div>&nbsp;</div>","CERNUDA, LUIS (POETA), 2","[676387.44, 4615919.0]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2426,976 726164,,341,,2016-04-11T13:01:25Z,41.6755116591672,,-0.880957978942641,Centro Deportivo Municipal Actur,,976 726163,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/341/
,"CASA JIMENEZ(MARQUES), 5","[676262.04, 4613287.89]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,programaambiental@zaragoza.es,2415,976 724223,,339,,2015-05-29T11:42:35Z,41.6518567041993,,-0.883239623285107,Gabinete de Educación Ambiental,,"976 724230, 4241",,,,,,http://www.zaragoza.es/agenda21/,http://ma.tingtun.no/ogd/datasets/data/venues/339/
,"SANTIAGO, 36","[676834.14, 4613841.1]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,hemeroteca@zaragoza.es,2450,976721264,,338,,2015-06-04T09:42:43Z,41.656709453433,,-0.8762100698582,Hemeroteca Municipal,,976 721260,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/338/
,"AÑON, PEDRO GARCES DE, 3","[677161.57, 4613397.24]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,promocionsalud@ic1.inycom.es,2409,,,336,,2015-05-29T11:42:35Z,41.6526415630162,,-0.872411757074711,Servicios Asistenciales a Salud Mental y Sexoterapia,,976 726044,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/336/
,"AÑON, PEDRO GARCES DE, 3","[677161.57, 4613397.24]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,promocionsalud@ic1.inycom.es,2408,,,335,,2015-05-29T11:42:35Z,41.6526415630162,,-0.872411757074711,Servicios Asistenciales en Salud Sexual y Reproductiva,,976 726043,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/335/
,"SAN GREGORIO, AV  SGR, 2","[677918.98, 4617715.5]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2959,,,331,,2016-04-11T13:38:12Z,41.6913411224821,,-0.862035537572768,Pabellón Deportivo Municipal San Gregorio,,976 730 044,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/331/
,"SAN CARLOS, PLAZA DE, 4","[676999.67, 4613489.75]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,cipaj@zaragoza.es,12628,,,330,,2015-05-29T11:42:36Z,41.6535102103063,,-0.874327388979163,Centro de información juvenil del Ayuntamiento de Zaragoza CIPAJ,,976 721 800,,,,,,http://www.cipaj.org,http://ma.tingtun.no/ogd/datasets/data/venues/330/
,"COGULLADA, CARRETERA, S/N","[678649.07, 4616814.71]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,263,976 726069,,327,,2015-05-29T11:42:35Z,41.683069763952,,-0.853537951737797,Laboratorio de Fisico-Quimica,,976 726068,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/327/
,"COGULLADA, CARRETERA, S/N","[678649.07, 4616814.71]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,261,976 726069,,326,,2015-05-29T11:42:35Z,41.683069763952,,-0.853537951737797,Laboratorio Microbiologia,,976 726068,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/326/
,"CASA JIMENEZ(MARQUES), 5","[676262.04, 4613287.89]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,253, ,,325,,2015-05-29T11:42:35Z,41.6518567041993,,-0.883239623285107,Grupo Operativo Limpieza Publica,,"976 724200, 4213",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/325/
,"HISPANIDAD, VIA, 20","[674094.66, 4611606.41]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,soporte@tarjetazaragoza.es,4845,,,323,,2015-07-08T12:31:09Z,41.6371976177438,,-0.909740731584448,Oficina Tarjeta Ciudadana,,902 077 999,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/323/
,"ESPAÑA, PLAZA DE  SJN, 9","[679695.61, 4620871.46]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2155,976 150266,,320,,2015-06-22T12:08:18Z,41.7193479910471,,-0.839750092398782,Centro Municipal de Servicios Sociales San Juan de Mozarrifar,,976 150266,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/320/
"<div><strong>Zona de Piscinas</strong></div>
<ul>
    <li><strong>Entrada:</strong> Accesible.</li>
    <li><strong> Aseo Adaptado</strong>: S&iacute;</li>
    <li><strong>Vestuario y Duchas Adaptadas</strong>: S&iacute;.</li>
    <li><strong>Gr&uacute;a elevadora</strong>: 3.</li>
</ul>
<div><img alt=""Icono de Accesible"" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" />Accesible</div>","TETUAN, 1","[676758.78, 4611238.34]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2206,976 723884,,319,,2016-04-11T13:21:07Z,41.6332986389213,,-0.877883757035395,Centro Deportivo Municipal José Garcés,,976 723883,,,,,,http://www.zaragoza.es/ciudad/deporte/,http://ma.tingtun.no/ogd/datasets/data/venues/319/
,"PILAR, PL. NTRA. SRA., 18","[676840.38, 4613965.9]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2203,,,318,,2015-05-29T11:42:35Z,41.6578313945841,,-0.876098253921987,Administrador de Mercados,,"976 724 626, 4626",,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/318/
,"CASA JIMENEZ(MARQUES), 5","[676262.04, 4613287.89]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,150,976 721005,,317,,2015-05-29T11:42:35Z,41.6518567041993,,-0.883239623285107,Servicio de Talleres,,976 721062,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/317/
,"RUIZ PICASSO, PABLO, 64","[675288.1, 4615754.6]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,aguas@zaragoza.es,5265,976 294 638,,314,,2015-10-21T07:55:28Z,41.6742745703717,,-0.894204620970785,Oficina Municipal del Agua,,- 976 293 840 (General) <br/>- 976 200 800 (Contratación)<br/> - 976 398 611 (Contestador automático lectura contador),,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/314/
,"SAN CARLOS, PLAZA DE, 4","[676999.67, 4613489.75]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2185,976 721841,,312,,2015-05-29T11:42:35Z,41.6535102103063,,-0.874327388979163,Ciberespacio Morlanes,,976 721800,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/312/
"<h4>Accesibilidad F&iacute;sica</h4>
<div><img class=""nodeco"" alt="""" src=""/cont/paginas/sinbarreras/img/icono_silla1.jpg"" /> Accesible</div>
<ul>
    <li><strong>Aparcamiento</strong>: S&iacute;. En Plaza del Pilar.</li>
    <li><strong>Acceso</strong>: Entrada adaptada con rampa y pasamanos en un lado. Las puertas no son autom&aacute;ticas pero se encuentran abiertas al p&uacute;blico. Para el acceso al hall hay que superar una rampa con pendiente y barandilla a ambos lados. El pavimento es antideslizante. Mostrador de informaci&oacute;n no adaptado.</li>
    <li><strong>Movilidad en el interior del edificio</strong>:
    <ul>
        <li>Servicios de Atenci&oacute;n al P&uacute;blico:&nbsp; Hay mesas adaptadas en las que se facilita atenci&oacute;n personalizada. Las ventanillas de atenci&oacute;n al p&uacute;blico no est&aacute;n adaptadas (muy alto). El Registro tiene un mostrador no adaptado (muy alto).</li>
        <li>Ascensor Adaptado: S&iacute;.</li>
        <li>Aseos Adaptados: S&iacute;, en planta calle, junto a los ascensores.</li>
        <li>Otros: Acceso a internet adaptado y espacios con mesas adaptadas para uso p&uacute;blico.</li>
    </ul>
    </li>
    <li><strong>Salida del edificio:  </strong>&nbsp; Adaptada con rampa,&nbsp; pendiente y pasamanos a ambos lados. El pavimento es antideslizante. Hay que atravesar dos puertas. La primera no es accesible (muy pesada, no autom&aacute;tica). La segunda est&aacute; abierta y en el exterior existe una rampa sin pendiente y con pasamanos en un lado.</li>
</ul>
<p><em>Informaci&oacute;n facilitada por Disminuidos F&iacute;sicos de Arag&oacute;n</em></p>","PILAR, PL. NTRA. SRA., 18","[676840.38, 4613965.9]",utm30T,https://www.zaragoza.es/sede/servicio/equipamiento/category/,http://ma.tingtun.no/ogd/datasets/meta/4/,,,2184,,,311,,2015-05-29T11:42:35Z,41.6578313945841,,-0.876098253921987,Casa Consistorial,,976 721100,,,,,,,http://ma.tingtun.no/ogd/datasets/data/venues/311/
